code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_fr	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0031200011879	https://world.openfoodfacts.org/product/0031200011879	usda-ndb-import	1489067819	1489067819	Cran-Energy, Cranberry Energy Juice Drink, Raspberry					Ocean Spray,  Ocean Spray Cranberries  Inc.	ocean-spray,ocean-spray-cranberries-inc															United States	Filtered water, grape juice (water, grape juice concentrate, cranberry juice (water, cranberry juice concentrate), raspberry juice (water, raspberry juice concentrate), malic acid, natural flavors, green tea extract*, ,pectin, sodium citrate, ascorbic acid, (vit. c), sucralose, red 40, niacinamide (vit. b3), calcium pantothenate (vit. b5), pyridoxine hydrochloride (vit. b6), riboflavin (vit. b2), cyanocobalamin (vit. b12)					264 g (8.4 fl oz)	264		5	en:e129,en:e296,en:e331,en:e440,en:e440i,en:e955	0			0				4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											54	54		0																																				3.41	3.41										0				0.04826	0.019304							0.0227		0.00322	0.003788	0.000379			1.14e-06		0.001894																																				
0031200011886	https://world.openfoodfacts.org/product/0031200011886	usda-ndb-import	1489070098	1489070098	Cran Energy, Cranberry Energy Juice Drink, Pomegranate					Ocean Spray,  Ocean Spray Cranberries  Inc.	ocean-spray,ocean-spray-cranberries-inc															United States	Filtered water, grape juice (water, grape juice concentrate), cranberry juice (water, cranberry juice concentrate), pomegranate juice (water, pomegranate juice concentrate), malic acid, natural flavors, green tea extract*, pectin, sodium citrate, ascorbic					248 ml (1 CAN)	248		3	en:e296,en:e331,en:e440,en:e440i	0			0				4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											59	59		0																																				3.63	3.63										0				0.0508	0.02032							0.0242		0.342742		0.000403			1.21e-06		0.002016																																				
0031200011893	https://world.openfoodfacts.org/product/0031200011893	usda-ndb-import	1489067672	1489067674	Cran Energy, Cranberry Energy Juice Drink, Cranberry					Ocean Spray,  Ocean Spray Cranberries  Inc.	ocean-spray,ocean-spray-cranberries-inc															United States	Filtered water, grape juice (water, grape juice concentrate), cranberry juice (water, cranberry juice concentrate), natural flavors, green tea extract*, pectin, citric acid, fumaric acid, ascorbic acid (vit. c), sodium citrate, sucralose, niacinamide (vit. b3), blue 1 & red 40, calcium pantothenate (vit. b5), pyridoxine hydrochloride (vit. b6), riboflavin (vit. b2), cyanocobalamin (vit. b12)					264 g (8.4 fl oz)	264		6	en:e129,en:e297,en:e330,en:e331,en:e440,en:e440i,en:e955	0			0				4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											54	54		0																																				3.03	3.03										0				0.04826	0.019304							0.0227		0.00322	0.003788	0.000379			1.14e-06		0.001894																																				
0032727015197	https://world.openfoodfacts.org/product/0032727015197	usda-ndb-import	1489094378	1489094378	Pickled Hot Peppers					Benei-Darom Food Products	benei-darom-food-products															United States	Hot peppers, water, salt, vinegar.					28 g (1 ONZ)	28		0		0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											59	59		0																																			0	3.57	3.57										0				6.44144	2.576576		0					0														0		0																													
0034300000149	https://world.openfoodfacts.org/product/0034300000149	usda-ndb-import	1489144070	1489144070	Kraut Juice					Frank's,  The Fremont Company	frank-s,the-fremont-company															United States	Sauerkraut juice (from fermented cabbage, salt), water.					236 ml (8 fl oz)	236		0		0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											54	54		0	0																																	0	0	1.69	1.69									0	1.69				2.18694	0.874776		0					0.0153														0.042		0.00061																													
0035826009135	https://world.openfoodfacts.org/product/0035826009135	usda-ndb-import	1489141534	1489141534	Apple Cider Vinegar					Food Lion,  Food Town Stores Inc.	food-lion,food-town-stores-inc															United States	Apple cider vinegar and water.					15 ml (1 Tbsp)	15		0		0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											54	54		0																																				0	0										0				0	0																																																				
0035826009142	https://world.openfoodfacts.org/product/0035826009142	usda-ndb-import	1489141534	1489141534	Apple Cider Vinegar					Food Lion,  Food Town Stores Inc.	food-lion,food-town-stores-inc															United States	Apple cider vinegar and water.					15 ml (1 Tbsp)	15		0		0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											54	54		0																																				0	0										0				0	0																																																				
0035826009166	https://world.openfoodfacts.org/product/0035826009166	usda-ndb-import	1489141145	1489141145	Vinegar, White Distilled					Food Lion,  Food Town Stores Inc.	food-lion,food-town-stores-inc															United States	White distilled vinegar, water.					15 ml (1 Tbsp)	15		0		0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											54	54		0																																				0	0										0				0	0																																																				
0041190406951	https://world.openfoodfacts.org/product/0041190406951	usda-ndb-import	1489090641	1489090641	Chopped Kale					Wakefern Food Corporation	wakefern-food-corporation															United States	Kale.					185 g (1 cup)	185		0		0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											59	59		0	0															0	0																	0	0	2.16	0.54									1.6	1.08				0.04064	0.016256		0.0003648					0.0049												0.146		0.081		0.00019																													
0041220796885	https://world.openfoodfacts.org/product/0041220796885	usda-ndb-import	1489072179	1489072179	Sparkling Carbonated Beverage, Orange Mango					H-E-B,  H E Butt Grocery Company	h-e-b,h-e-butt-grocery-company															United States	Carbonated water, sugar, orange juice concentrate, apple juice concentrate, citric acid, natural flavor, rebaudioside a (stevia leaf extract).					340 ml (1 CAN)	340		2	en:e330,en:e960	0			0				4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											54	54		0																																				2.94	2.65										0				0.0254	0.01016																																																				
0041220843596	https://world.openfoodfacts.org/product/0041220843596	usda-ndb-import	1489072176	1489072176	Sparkling Orange Mango					H-E-B,  H E Butt Grocery Company	h-e-b,h-e-butt-grocery-company															United States	Carbonated water, sugar, orange juice concentrate, apple juice concentrate, citric acid, natural flavors, rebaudioside a (stevia leaf extract).					340 ml (1 CAN)	340		2	en:e330,en:e960	0			0				4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											54	54		0																																				2.94	2.65										0				0.0254	0.01016																																																				
0041253006012	https://world.openfoodfacts.org/product/0041253006012	usda-ndb-import	1489064859	1489064860	Whole Baby Corn					Napoleon	napoleon															United States	Baby corn, water, salt, citric acid.					110 g (0.5 cup)	110		1	en:e330	0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											59	59		0	0																																	0	0	3.64	0.91									1.8	0.91				0.73914	0.295656		0					0														0		0																													
0041310761243	https://world.openfoodfacts.org/product/0041310761243	usda-ndb-import	1489136908	1489136908	Coconut Water					Live Better	live-better															United States	100% coconut water.					236 ml (1 CAN)	236		0		0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											54	54		0																																				3.39	1.27										0				0.07112	0.028448																			0.186		0.017																															
0041310761250	https://world.openfoodfacts.org/product/0041310761250	usda-ndb-import	1489136902	1546889234	100% Pure Coconut Water					Live Better	live-better	Plant-based foods and beverages, Beverages, Plant-based beverages, Coconut waters	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:coconut-waters,en:non-alcoholic-beverages,en:unsweetened-beverages													United States	100% coconut water.					236 ml (8 fl oz)	236		0		0			0					Beverages	Unsweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:coconut-waters										54	54		0																																				3.39	1.27										0				0.07112	0.028448																			0.186		0.017																															
0041443112721	https://world.openfoodfacts.org/product/0041443112721	usda-ndb-import	1489058619	1489058619	Mixed Greens					Margaret Holems	margaret-holems															United States	Turnip greens, mustard greens, water and salt.					114 g (0.5 cup)	114		0		0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											54	54		0	0																																	0	0	2.63	0									1.8	0.88				0.53594	0.214376		0.0003288					0.0184														0.088		0.00063																													
